id,title,realtime_start,realtime_end,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity
WPU07,Producer Price Index by Commodity: Rubber and Plastic Products,2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:06-06:00,40
WPU0711,"Producer Price Index by Commodity: Rubber and Plastic Products: Synthetic Rubber, Including Styrene-Butadiene Rubber (SBR) and Ethylene Propylene",2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:11-06:00,22
WPU071102,Producer Price Index by Commodity: Rubber and Plastic Products: Synthetic Rubber,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:13-06:00,21
WPU071201,Producer Price Index by Commodity: Rubber and Plastic Products: Tires,2/4/2024,2/4/2024,1/1/1939,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:10-06:00,24
WPU08,Producer Price Index by Commodity: Lumber and Wood Products,2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:04-06:00,58
WPU081,Producer Price Index by Commodity: Lumber and Wood Products: Lumber,2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:04-06:00,59
WPU0811,Producer Price Index by Commodity: Lumber and Wood Products: Softwood Lumber,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:06-06:00,43
WPU0812,Producer Price Index by Commodity: Lumber and Wood Products: Hardwood Lumber,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:07-06:00,37
WPU083,Producer Price Index by Commodity: Lumber and Wood Products: Plywood,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:04-06:00,56
WPU09,"Producer Price Index by Commodity: Pulp, Paper, and Allied Products",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:07-06:00,39
WPU091,"Producer Price Index by Commodity: Pulp, Paper, and Allied Products: Pulp, Paper, and Products, Excluding Buildings Paper",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:47-06:00,5
WPU0911,"Producer Price Index by Commodity: Pulp, Paper, and Allied Products: Wood Pulp",2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:02-06:00,73
WPU0912,"Producer Price Index by Commodity: Pulp, Paper, and Allied Products: Recyclable Paper",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:11-06:00,22
WPU0913,"Producer Price Index by Commodity: Pulp, Paper, and Allied Products: Paper",2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:12-06:00,22
WPU091301,"Producer Price Index by Commodity: Pulp, Paper, and Allied Products: Writing and Printing Papers",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:07-06:00,33
WPU0914,"Producer Price Index by Commodity: Pulp, Paper, and Allied Products: Paperboard",2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:22-06:00,13
WPU0915,"Producer Price Index by Commodity: Pulp, Paper, and Allied Products: Converted Paper and Paperboard Products",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:47-06:00,6
WPU091502,"Producer Price Index by Commodity: Pulp, Paper, and Allied Products: Paper, Plastic, and Foil Bags",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:25-06:00,6
WPU091503,"Producer Price Index by Commodity: Pulp, Paper, and Allied Products: Paper Boxes and Containers",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:28-06:00,7
WPU092,"Producer Price Index by Commodity: Pulp, Paper, and Allied Products: Building Paper and Building Board Mill Products",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:38-06:00,5
WPU0922,"Producer Price Index by Commodity: Pulp, Paper, and Allied Products: Hardboard, Particleboard and Fiberboard Products",2/4/2024,2/4/2024,1/1/1958,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:15-06:00,22
WPU10,Producer Price Index by Commodity: Metals and Metal Products,2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:03-06:00,62
WPU101,Producer Price Index by Commodity: Metals and Metal Products: Iron and Steel,2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:03-06:00,60
WPU1011,Producer Price Index by Commodity: Metals and Metal Products: Iron Ores,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:20-06:00,16
WPU1012,Producer Price Index by Commodity: Metals and Metal Products: Iron and Steel Scrap,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:05-06:00,51
WPU1015,Producer Price Index by Commodity: Metals and Metal Products: Foundry and Forge Shop Products,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:18-06:00,11
WPU1017,Producer Price Index by Commodity: Metals and Metal Products: Steel Mill Products,2/4/2024,2/4/2024,1/1/1939,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:03-06:00,60
WPU102,Producer Price Index by Commodity: Metals and Metal Products: Nonferrous Metals,2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:11-06:00,23
WPU1023,Producer Price Index by Commodity: Metals and Metal Products: Nonferrous Scrap,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:28-06:00,5
WPU102301,Producer Price Index by Commodity: Metals and Metal Products: Copper Base Scrap,2/4/2024,2/4/2024,1/1/1957,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:19-06:00,12
WPU102302,Producer Price Index by Commodity: Metals and Metal Products: Aluminum Base Scrap,2/4/2024,2/4/2024,1/1/1960,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:22-06:00,12
WPU102501,Producer Price Index by Commodity: Metals and Metal Products: Aluminum Mill Shapes,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:11-06:00,20
WPU102502,Producer Price Index by Commodity: Metals and Metal Products: Copper and Brass Mill Shapes,2/4/2024,2/4/2024,12/1/1953,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:09-06:00,27
WPU1026,Producer Price Index by Commodity: Metals and Metal Products: Nonferrous Wire and Cable,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:46-06:00,4
WPU103,Producer Price Index by Commodity: Metals and Metal Products: Metal Containers,2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:37-06:00,4
WPU1032,"Producer Price Index by Commodity: Metals and Metal Products: Barrels, Drums, Pails and Other Metal Containers",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:37-06:00,7
WPU104,Producer Price Index by Commodity: Metals and Metal Products: Hardware,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:32-06:00,6
WPU1042,Producer Price Index by Commodity: Metals and Metal Products: Hand and Edge Tools,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:57:22-06:00,4
WPU10660101,"Producer Price Index by Commodity: Metals and Metal Products: Household Water Heaters, Electric, for Permanent Installation",2/4/2024,2/4/2024,1/1/1950,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:36-06:00,3
WPU107,Producer Price Index by Commodity: Metals and Metal Products: Fabricated Structural Metal Products,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:27-06:00,9
WPU1072,Producer Price Index by Commodity: Metals and Metal Products: Metal Tanks,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:31-06:00,9
WPU1081,"Producer Price Index by Commodity: Metals and Metal Products: Bolts, Nuts, Screws, Rivets, and Washers",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:19-06:00,17
WPU11,Producer Price Index by Commodity: Machinery and Equipment,2/4/2024,2/4/2024,1/1/1939,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:08-06:00,38
WPU111,Producer Price Index by Commodity: Machinery and Equipment: Agricultural Machinery and Equipment,2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:12-06:00,20
WPU112,Producer Price Index by Commodity: Machinery and Equipment: Construction Machinery and Equipment,2/4/2024,2/4/2024,8/1/1939,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:06-06:00,42
WPU114,Producer Price Index by Commodity: Machinery and Equipment: General Purpose Machinery and Equipment,2/4/2024,2/4/2024,1/1/1939,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:09-06:00,31
WPU1141,"Producer Price Index by Commodity: Machinery and Equipment: Pumps, Compressors, and Equipment",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:12-06:00,23
WPU1142,"Producer Price Index by Commodity: Machinery and Equipment: Elevators, Escalators, and Other Lifts",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:23-06:00,8
WPU1144,Producer Price Index by Commodity: Machinery and Equipment: Industrial Material Handling Equipment,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:21-06:00,13
WPU1145,Producer Price Index by Commodity: Machinery and Equipment: Mechanical Power Transmission Equipment,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:57:14-06:00,4
WPU114905,Producer Price Index by Commodity: Machinery and Equipment: Ball and Roller Bearings,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:26-06:00,7
WPU117,Producer Price Index by Commodity: Machinery and Equipment: Electrical Machinery and Equipment,2/4/2024,2/4/2024,1/1/1939,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:08-06:00,29
WPU1173,"Producer Price Index by Commodity: Machinery and Equipment: Motors, Generators, Motor Generator Sets",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:13-06:00,22
WPU1174,Producer Price Index by Commodity: Machinery and Equipment: Transformers and Power Regulators,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:16-06:00,13
WPU1175,"Producer Price Index by Commodity: Machinery and Equipment: Switchgear, Switchboard, Industrial Controls Equipment",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:17-06:00,15
WPU1191,Producer Price Index by Commodity: Machinery and Equipment: Oil Field and Gas Field Machinery,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:14-06:00,21
WPU1192,Producer Price Index by Commodity: Machinery and Equipment: Mining Machinery and Equipment,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:11-06:00,17
WPU1193,Producer Price Index by Commodity: Machinery and Equipment: Office and Store Machines and Equipment,2/4/2024,2/4/2024,1/1/1947,5/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2023-06-14 07:51:32-05:00,11
WPU1194,Producer Price Index by Commodity: Machinery and Equipment: Internal Combustion Engines,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:19-06:00,5
WPU12,Producer Price Index by Commodity: Furniture and Household Durables,2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:22-06:00,9
WPU121,Producer Price Index by Commodity: Furniture and Household Durables: Household Furniture,2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:56:57-06:00,3
WPU1214,Producer Price Index by Commodity: Furniture and Household Durables: Bedding,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:56:56-06:00,3
WPU122,Producer Price Index by Commodity: Furniture and Household Durables: Commercial Furniture,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:09-06:00,19
WPU1222,Producer Price Index by Commodity: Furniture and Household Durables: Nonwood Furniture and Store Fixtures,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:56:56-06:00,4
WPU123,Producer Price Index by Commodity: Furniture and Household Durables: Floor Coverings,2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:27-06:00,8
WPU124,Producer Price Index by Commodity: Furniture and Household Durables: Household Appliances,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:49-06:00,4
WPU13,Producer Price Index by Commodity: Nonmetallic Mineral Products,2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:09-06:00,22
WPU131,Producer Price Index by Commodity: Nonmetallic Mineral Products: Glass,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:09-06:00,23
WPU132,Producer Price Index by Commodity: Nonmetallic Mineral Products: Concrete Ingredients and Related Products,2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:35-06:00,5
WPU1321,"Producer Price Index by Commodity: Nonmetallic Mineral Products: Construction Sand, Gravel, and Crushed Stone",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:11-06:00,21
WPU13210121,Producer Price Index by Commodity: Nonmetallic Mineral Products: Crushed and Broken Stone,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:27-06:00,8
WPU133,Producer Price Index by Commodity: Nonmetallic Mineral Products: Concrete Products,2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:34-06:00,5
WPU1331,Producer Price Index by Commodity: Nonmetallic Mineral Products: Concrete Block and Brick,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:49-06:00,4
WPU13330101,Producer Price Index by Commodity: Nonmetallic Mineral Products: Ready-Mix Concrete,2/4/2024,2/4/2024,1/1/1958,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:56:52-06:00,5
WPU135,Producer Price Index by Commodity: Nonmetallic Mineral Products: Refractories,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:56:51-06:00,4
WPU136,Producer Price Index by Commodity: Nonmetallic Mineral Products: Asphalt Felts and Coatings,2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:55:50-06:00,5
WPU1361,Producer Price Index by Commodity: Nonmetallic Mineral Products: Prepared Asphalt and Tar Roofing and Siding Products,2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:34-06:00,9
WPU137,Producer Price Index by Commodity: Nonmetallic Mineral Products: Gypsum Products,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:10-06:00,20
WPU1392,Producer Price Index by Commodity: Nonmetallic Mineral Products: Insulation Materials,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:07-06:00,32
WPU1394,Producer Price Index by Commodity: Nonmetallic Mineral Products: Paving Mixtures and Blocks,2/4/2024,2/4/2024,1/1/1958,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:47-06:00,3
WPU1411,Producer Price Index by Commodity: Transportation Equipment: Motor Vehicles,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:06-06:00,56
WPU15,Producer Price Index by Commodity: Miscellaneous Products,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:54:52-06:00,4
WPUFD4111,Producer Price Index by Commodity: Final Demand: Finished Consumer Foods,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:12-06:00,10
WPUFD41112,"Producer Price Index by Commodity: Final Demand: Finished Consumer Foods, Processed",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:39-06:00,4
WPUFD413112,Producer Price Index by Commodity: Final Demand: Durable Consumer Goods,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:14-06:00,18
WPUFD41312,Producer Price Index by Commodity: Final Demand: Private Capital Equipment,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:17-06:00,5
WPUFD49207,Producer Price Index by Commodity: Final Demand: Finished Goods,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:06-06:00,43
WPUFD49502,Producer Price Index by Commodity: Final Demand: Personal Consumption Goods (Finished Consumer Goods),2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:37-06:00,4
WPUID61,Producer Price Index by Commodity: Intermediate Demand by Commodity Type: Processed Goods for Intermediate Demand,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:02-06:00,57
WPUID611,Producer Price Index by Commodity: Intermediate Demand by Commodity Type: Materials and Components for Manufacturing,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:57-06:00,4
WPUID61113,Producer Price Index by Commodity: Intermediate Demand by Commodity Type: Materials for Durable Manufacturing,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:16-06:00,7
WPUID6112,Producer Price Index by Commodity: Intermediate Demand by Commodity Type: Components for Manufacturing,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:37-06:00,5
WPUID612,Producer Price Index by Commodity: Intermediate Demand by Commodity Type: Materials and Components for Construction,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:14-06:00,12
WPUID62,Producer Price Index by Commodity: Intermediate Demand by Commodity Type: Unprocessed Goods for Intermediate Demand,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:51:03-06:00,56
WPUSI012011,Producer Price Index by Commodity: Special Indexes: Construction Materials,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:50:02-06:00,63
XTEXVA01USM667S,International Trade: Exports: Value (Goods): Total for United States,2/4/2024,2/4/2024,1/1/1960,11/1/2023,Monthly,M,"US Dollar, Monthly level","US $, Monthly level",Seasonally Adjusted,SA,2024-01-12 14:12:05-06:00,18
XTIMVA01USM664N,International Trade: Imports: Value (Goods): Total for United States,2/4/2024,2/4/2024,1/1/1960,11/1/2023,Monthly,M,"US Dollar, Monthly level","US $, Monthly level",Not Seasonally Adjusted,NSA,2024-01-12 14:22:22-06:00,3
XTIMVA01USM664S,International Trade: Imports: Value (Goods): Total for United States,2/4/2024,2/4/2024,1/1/1960,11/1/2023,Monthly,M,"US Dollar, Monthly level","US $, Monthly level",Seasonally Adjusted,SA,2024-01-12 14:22:22-06:00,3
XTIMVA01USM667S,International Trade: Imports: Value (Goods): Total for United States,2/4/2024,2/4/2024,1/1/1960,11/1/2023,Monthly,M,"US Dollar, Monthly level","US $, Monthly level",Seasonally Adjusted,SA,2024-01-12 14:12:07-06:00,12
XTNTVA01USM667S,International Trade: Net Trade: Value (Goods): Total for United States,2/4/2024,2/4/2024,1/1/1960,11/1/2023,Monthly,M,"US Dollar, Monthly level","US $, Monthly level",Seasonally Adjusted,SA,2024-01-12 14:12:09-06:00,4
