id,title,realtime_start,realtime_end,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity
DPCERAM1M225NBEA,Real Personal Consumption Expenditures,2/4/2024,2/4/2024,2/1/1959,12/1/2023,Monthly,M,Percent Change from Preceding Period,% Chg. from Preceding Period,Seasonally Adjusted,SA,2024-01-26 09:20:22-06:00,33
DPCERGM1M225SBEA,Prices for Personal Consumption Expenditures: Chained Price Index,2/4/2024,2/4/2024,2/1/1959,12/1/2023,Monthly,M,Percent Change from Preceding Period,% Chg. from Preceding Period,Seasonally Adjusted,SA,2024-01-26 09:20:34-06:00,3
DSERRA3M086SBEA,Real personal consumption expenditures: Services (chain-type quantity index),2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,2024-01-26 09:20:31-06:00,9
DSERRAM1M225NBEA,Real Personal Consumption Expenditures: Services,2/4/2024,2/4/2024,2/1/1959,12/1/2023,Monthly,M,Percent Change from Preceding Period,% Chg. from Preceding Period,Seasonally Adjusted,SA,2024-01-26 09:20:35-06:00,7
DSERRG3M086SBEA,Personal consumption expenditures: Services (chain-type price index),2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,2024-01-26 09:20:22-06:00,32
DSERRGM1M225SBEA,Prices for Personal Consumption Expenditures: Chained Price Index: Services,2/4/2024,2/4/2024,2/1/1959,12/1/2023,Monthly,M,Percent Change from Preceding Period,% Chg. from Preceding Period,Seasonally Adjusted,SA,2024-01-26 09:20:36-06:00,4
DSPI,Disposable Personal Income,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2024-01-26 09:20:12-06:00,66
DSPIC96,Real Disposable Personal Income,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Chained 2017 Dollars,Bil. of Chn. 2017 $,Seasonally Adjusted Annual Rate,SAAR,2024-01-26 09:20:10-06:00,75
DTCOLNVHFNM,"Consumer Motor Vehicle Loans Owned by Finance Companies, Level",2/4/2024,2/4/2024,1/1/1943,11/1/2023,Monthly,M,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2024-01-19 13:33:01-06:00,10
DTCTHFNM,"Total Consumer Loans and Leases Owned and Securitized by Finance Companies, Level",2/4/2024,2/4/2024,1/1/1943,11/1/2023,Monthly,M,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2024-01-19 13:33:02-06:00,8
EMRATIO,Employment-Population Ratio,2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Percent,%,Seasonally Adjusted,SA,2024-02-02 07:49:03-06:00,69
FEDFUNDS,Federal Funds Effective Rate,2/4/2024,2/4/2024,7/1/1954,1/1/2024,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-02-01 15:25:02-06:00,98
FEDMINNFRWG,Federal Minimum Hourly Wage for Nonfarm Workers for the United States,2/4/2024,2/4/2024,10/1/1938,1/1/2024,Monthly,M,Dollars per Hour,$ per Hour,Not Seasonally Adjusted,NSA,2024-01-31 14:01:01-06:00,48
FLTOTALSL,"Total Consumer Credit Owned and Securitized, Flow",2/4/2024,2/4/2024,2/1/1943,11/1/2023,Monthly,M,"Billions of Dollars, Monthly Rate","Bil. of $, Monthly Rate",Seasonally Adjusted,SA,2024-01-08 14:02:12-06:00,18
FLTOTALSLA,"Total Consumer Credit Owned and Securitized, Flow",2/4/2024,2/4/2024,2/1/1943,11/1/2023,Monthly,M,"Billions of Dollars, Annual Rate","Bil. of $, Annual Rate",Seasonally Adjusted,SA,2024-01-08 14:02:29-06:00,3
GS1,"Market Yield on U.S. Treasury Securities at 1-Year Constant Maturity, Quoted on an Investment Basis",2/4/2024,2/4/2024,4/1/1953,1/1/2024,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-02-01 15:24:04-06:00,50
GS10,"Market Yield on U.S. Treasury Securities at 10-Year Constant Maturity, Quoted on an Investment Basis",2/4/2024,2/4/2024,4/1/1953,1/1/2024,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-02-01 15:24:03-06:00,73
GS20,"Market Yield on U.S. Treasury Securities at 20-Year Constant Maturity, Quoted on an Investment Basis",2/4/2024,2/4/2024,4/1/1953,1/1/2024,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-02-01 15:24:05-06:00,43
GS3,"Market Yield on U.S. Treasury Securities at 3-Year Constant Maturity, Quoted on an Investment Basis",2/4/2024,2/4/2024,4/1/1953,1/1/2024,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-02-01 15:24:07-06:00,32
GS5,"Market Yield on U.S. Treasury Securities at 5-Year Constant Maturity, Quoted on an Investment Basis",2/4/2024,2/4/2024,4/1/1953,1/1/2024,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-02-01 15:24:04-06:00,48
H8B1001NCBCMG,"Bank Credit, All Commercial Banks",2/4/2024,2/4/2024,2/1/1947,12/1/2023,Monthly,M,Percent Change at Annual Rate,% Chg. at Annual Rate,Seasonally Adjusted,SA,2024-01-26 15:36:06-06:00,32
H8B1020NCBCMG,"Loans and Leases in Bank Credit, All Commercial Banks",2/4/2024,2/4/2024,2/1/1947,12/1/2023,Monthly,M,Percent Change at Annual Rate,% Chg. at Annual Rate,Seasonally Adjusted,SA,2024-01-26 15:36:07-06:00,22
H8B1023NCBCMG,"Commercial and Industrial Loans, All Commercial Banks",2/4/2024,2/4/2024,2/1/1947,12/1/2023,Monthly,M,Percent Change at Annual Rate,% Chg. at Annual Rate,Seasonally Adjusted,SA,2024-02-02 15:33:06-06:00,34
H8B1026NCBCMG,"Real Estate Loans, All Commercial Banks",2/4/2024,2/4/2024,2/1/1947,12/1/2023,Monthly,M,Percent Change at Annual Rate,% Chg. at Annual Rate,Seasonally Adjusted,SA,2024-02-02 15:33:10-06:00,12
H8B1029NCBCMG,"Consumer Loans, All Commercial Banks",2/4/2024,2/4/2024,1/1/1958,12/1/2023,Monthly,M,Percent Change at Annual Rate,% Chg. at Annual Rate,Seasonally Adjusted,SA,2024-01-26 15:36:08-06:00,16
HOHWMN02USM065S,Hours: Hours Worked: Manufacturing: Weekly for United States,2/4/2024,2/4/2024,1/1/1960,11/1/2023,Monthly,M,Hours,Hours,Seasonally Adjusted,SA,2024-01-12 14:13:08-06:00,28
HOOVMN02USM065S,Hours: Overtime Hours: Manufacturing: Weekly for United States,2/4/2024,2/4/2024,1/1/1960,11/1/2023,Monthly,M,Hours,Hours,Seasonally Adjusted,SA,2024-01-12 14:13:20-06:00,9
HOUST,New Privately-Owned Housing Units Started: Total Units,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Thousands of Units,Thous. of Units,Seasonally Adjusted Annual Rate,SAAR,2024-01-18 07:31:01-06:00,78
HOUST1F,New Privately-Owned Housing Units Started: Single-Family Units,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Thousands of Units,Thous. of Units,Seasonally Adjusted Annual Rate,SAAR,2024-01-18 07:31:11-06:00,63
HOUST1FNSA,New Privately-Owned Housing Units Started: Single-Family Units,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Thousands of Units,Thous. of Units,Not Seasonally Adjusted,NSA,2024-01-18 07:31:16-06:00,26
HOUST2F,New Privately-Owned Housing Units Started: Units in Buildings with 2-4 Units,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Thousands of Units,Thous. of Units,Seasonally Adjusted Annual Rate,SAAR,2024-01-18 07:31:16-06:00,29
HOUST5F,New Privately-Owned Housing Units Started: Units in Buildings with 5 Units or More,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Thousands of Units,Thous. of Units,Seasonally Adjusted Annual Rate,SAAR,2024-01-18 07:31:12-06:00,55
HOUSTNSA,New Privately-Owned Housing Units Started: Total Units,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Thousands of Units,Thous. of Units,Not Seasonally Adjusted,NSA,2024-01-18 07:31:15-06:00,43
IA001176M,"Personal Consumption Expenditures Excluding Food, Energy, and Housing (Chain-Type Price Index)",2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,2024-01-26 09:20:25-06:00,23
IA001260M,Personal Consumption Expenditures: Services Excluding Energy and Housing (Chain-Type Price Index),2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,2024-01-26 09:20:23-06:00,33
IB001176M,"Real Personal Consumption Expenditures Excluding Food, Energy, and Housing (Chain-Type Quantity Index)",2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,2024-01-26 09:20:30-06:00,5
IB001260M,Real Personal Consumption Expenditures: Services Excluding Energy and Housing (Chain-Type Quantity Index),2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,2024-01-26 09:20:33-06:00,5
INDPRO,Industrial Production: Total Index,2/4/2024,2/4/2024,1/1/1919,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,2024-01-17 08:28:01-06:00,79
INVEST,"Securities in Bank Credit, All Commercial Banks",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Billions of U.S. Dollars,Bil. of U.S. $,Seasonally Adjusted,SA,2024-02-02 15:33:11-06:00,9
INVESTNSA,"Securities in Bank Credit, All Commercial Banks",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Billions of U.S. Dollars,Bil. of U.S. $,Not Seasonally Adjusted,NSA,2024-02-02 15:33:20-06:00,4
IPB50001N,Industrial Production: Total Index,2/4/2024,2/4/2024,1/1/1919,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Not Seasonally Adjusted,NSA,2024-01-17 08:28:07-06:00,33
IPB51100N,Industrial Production: Durable Consumer Goods,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Not Seasonally Adjusted,NSA,2024-01-17 08:27:45-06:00,4
IPB51110S,Industrial Production: Durable Consumer Goods: Automotive Products,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,2024-01-17 08:27:25-06:00,7
IPB51222S,Industrial Production: Non-Durable Consumer Energy Products: Residential Utilities,2/4/2024,2/4/2024,1/1/1954,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,2024-01-17 08:27:25-06:00,4
IPB52300S,Industrial Production: Equipment: Defense and Space Equipment,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,2024-01-17 08:27:07-06:00,20
IPB53122S,"Industrial Production: Durable Goods Materials: Semiconductors, Printed Circuit Boards, and Other",2/4/2024,2/4/2024,1/1/1954,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,2024-01-17 08:27:09-06:00,19
IPB53300S,Industrial Production: Energy Materials,2/4/2024,2/4/2024,1/1/1954,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,2024-01-17 08:29:01-06:00,3
IPB54100S,Industrial Production: Construction Supplies,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,2024-01-17 08:27:10-06:00,17
IPBUSEQ,Industrial Production: Equipment: Business Equipment,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,2024-01-17 08:27:11-06:00,17
IPCONGD,Industrial Production: Consumer Goods,2/4/2024,2/4/2024,1/1/1939,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,2024-01-17 08:27:06-06:00,24
IPDCONGD,Industrial Production: Durable Consumer Goods,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,2024-01-17 08:27:05-06:00,24
IPDMAT,Industrial Production: Durable Goods Materials,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,2024-01-17 08:27:20-06:00,7
IPFINAL,Industrial Production: Final Products,2/4/2024,2/4/2024,1/1/1939,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,2024-01-17 08:27:15-06:00,10
IPFPNSS,Industrial Production: Final Products and Nonindustrial Supplies,2/4/2024,2/4/2024,1/1/1939,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,2024-01-17 08:27:19-06:00,12
IPFUELS,Industrial Production: Non-Durable Consumer Energy Products: Fuels,2/4/2024,2/4/2024,1/1/1954,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,2024-01-17 08:27:41-06:00,6
IPG2211A2N,"Industrial Production: Utilities: Electric and Gas Utilities (NAICS = 2211,2)",2/4/2024,2/4/2024,1/1/1939,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Not Seasonally Adjusted,NSA,2024-01-17 08:28:08-06:00,31
IPMANSICN,Industrial Production: Manufacturing (SIC),2/4/2024,2/4/2024,1/1/1919,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Not Seasonally Adjusted,NSA,2024-01-17 08:28:14-06:00,4
IPMANSICS,Industrial Production: Manufacturing (SIC),2/4/2024,2/4/2024,1/1/1919,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,2024-01-17 08:28:08-06:00,34
IPMAT,Industrial Production: Materials,2/4/2024,2/4/2024,1/1/1939,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,2024-01-17 08:27:13-06:00,12
IPMINE,"Industrial Production: Mining, Quarrying, and Oil and Gas Extraction: Mining (NAICS = 21)",2/4/2024,2/4/2024,1/1/1919,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,2024-01-17 08:28:09-06:00,27
IPNCONGD,Industrial Production: Non-Durable Consumer Goods,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,2024-01-17 08:27:19-06:00,13
IPNMAT,Industrial Production: Non-Durable Goods Materials,2/4/2024,2/4/2024,1/1/1954,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,2024-01-17 08:27:39-06:00,4
IPUTIL,"Industrial Production: Utilities: Electric and Gas Utilities (NAICS = 2211,2)",2/4/2024,2/4/2024,1/1/1939,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,2024-01-17 08:28:09-06:00,26
IRA,IRA and Keogh Accounts: Total,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,2024-01-23 12:03:16-06:00,20
IRAMMF,IRA and Keogh Accounts at Money Market Funds,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,2024-01-23 12:03:19-06:00,5
IRLTCT01USM156N,Interest Rates: Long-Term Government Bond Yields: Combined Terms: Total for United States,2/4/2024,2/4/2024,1/1/1960,12/1/2023,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-01-12 14:13:09-06:00,16
IRLTLT01USM156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for United States,2/4/2024,2/4/2024,1/1/1960,12/1/2023,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-01-12 14:13:02-06:00,67
IRSTCI01USM156N,Interest Rates: Immediate Rates (< 24 Hours): Call Money/Interbank Rate: Total for United States,2/4/2024,2/4/2024,1/1/1960,12/1/2023,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-01-12 14:13:08-06:00,23
IRSTFR01USM156N,Interest Rates: Immediate Rates (< 24 Hours): Federal Funds Rate: Total for United States,2/4/2024,2/4/2024,1/1/1960,12/1/2023,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-01-12 14:13:17-06:00,3
IRSTPI01USM156N,Interest Rates: Immediate Rates (< 24 Hours): Prime Rates: Total for United States,2/4/2024,2/4/2024,1/1/1960,12/1/2023,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-01-12 14:13:20-06:00,7
LA001176M,"Personal Consumption Expenditures Excluding Food, Energy, and Housing",2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted Annual Rate,SAAR,2024-01-26 09:20:31-06:00,5
LA001260M,Personal Consumption Expenditures: Services Excluding Energy and Housing,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted Annual Rate,SAAR,2024-01-26 09:20:29-06:00,10
LCEAMN01USM189S,Labor Compensation: Earnings: Manufacturing: Hourly for United States,2/4/2024,2/4/2024,1/1/1960,11/1/2023,Monthly,M,US Dollar,US $,Seasonally Adjusted,SA,2024-01-12 14:13:27-06:00,9
LCEAMN01USM659S,Labor Compensation: Earnings: Manufacturing: Hourly for United States,2/4/2024,2/4/2024,1/1/1960,11/1/2023,Monthly,M,Growth rate same period previous year,Growth rate same period previous Yr.,Seasonally Adjusted,SA,2024-01-12 14:13:13-06:00,9
LCEAMN01USM661N,Labor Compensation: Earnings: Manufacturing: Hourly for United States,2/4/2024,2/4/2024,1/1/1960,11/1/2023,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-01-12 14:13:33-06:00,3
LFEAAGTTUSM647S,Employment by Economic Activity: Agriculture: All Persons for United States,2/4/2024,2/4/2024,1/1/1960,12/1/2023,Monthly,M,Persons,Persons,Seasonally Adjusted,SA,2024-01-12 14:13:20-06:00,10
LFESEETTUSM647S,Employment by Professional Status: Employees: Total for United States,2/4/2024,2/4/2024,1/1/1960,12/1/2023,Monthly,M,Persons,Persons,Seasonally Adjusted,SA,2024-01-12 14:22:59-06:00,4
LNS12005977,"Number At Work 1-34 Hours, Usually Work Part Time Noneconomic Reasons",2/4/2024,2/4/2024,5/1/1955,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:49:26-06:00,12
LNS12027714,"Employment Level - All Industries Self-Employed, Unincorporated",2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:49:15-06:00,29
LNS12032184,"Employment Level - Agriculture and Related Industries, Wage and Salary Workers",2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:49:47-06:00,3
LNS12032192,"Employment Level - Nonagriculture, Self-Employed Workers, Unincorporated",2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:49:32-06:00,16
LNS12032194,"Employment Level - Part-Time for Economic Reasons, All Industries",2/4/2024,2/4/2024,5/1/1955,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:49:08-06:00,52
LNS12032195,"Employment Level - Part-Time for Economic Reasons, Slack Work or Business Conditions, All Industries",2/4/2024,2/4/2024,5/1/1955,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:49:15-06:00,39
LNS12032196,"Employment Level - Part-Time for Economic Reasons, Could Only Find Part-Time Work, All Industries",2/4/2024,2/4/2024,5/1/1955,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:49:37-06:00,16
LNS12032197,"Employment Level - Part-Time for Economic Reasons, Nonagricultural Industries",2/4/2024,2/4/2024,5/1/1955,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:49:30-06:00,16
LNS12032198,"Employment Level - Part-Time for Economic Reasons, Slack Work or Business Conditions, Nonagricultural Industries",2/4/2024,2/4/2024,5/1/1955,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:50:57-06:00,8
LNS12032199,"Employment Level - Part-Time for Economic Reasons, Could Only Find Part-Time Work, Nonagricultural Industries",2/4/2024,2/4/2024,5/1/1955,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:50:57-06:00,5
LNS12032200,"Employment Level - Part-Time for Noneconomic Reasons, Nonagricultural Industries",2/4/2024,2/4/2024,5/1/1955,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:49:30-06:00,17
LNS12034560,Employment Level - Agriculture and Related Industries,2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:49:17-06:00,29
LNS12035019,Employment Level - Nonagricultural Industries,2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:49:47-06:00,9
LNS13008397,"Of Total Unemployed, Percent Unemployed Less Than 5 Weeks",2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Percent,%,Seasonally Adjusted,SA,2024-02-02 07:49:42-06:00,9
LNS13008517,"Of Total Unemployed, Percent Unemployed 15 Weeks & over",2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Percent,%,Seasonally Adjusted,SA,2024-02-02 07:50:25-06:00,5
LNS13025701,"Of Total Unemployed, Percent Unemployed 5-14 Weeks",2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Percent,%,Seasonally Adjusted,SA,2024-02-02 07:50:00-06:00,3
LNS13025702,"Of Total Unemployed, Percent Unemployed 15-26 Weeks",2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Percent,%,Seasonally Adjusted,SA,2024-02-02 07:49:53-06:00,6
LNS13025703,"Of Total Unemployed, Percent Unemployed 27 Weeks & over",2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Percent,%,Seasonally Adjusted,SA,2024-02-02 07:49:23-06:00,18
LNU01300000,Labor Force Participation Rate,2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-02-02 07:49:14-06:00,26
LNU02000000,Employment Level,2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2024-02-02 07:49:13-06:00,38
LNU02032196,"Employment Level - Persons At Work 1-34 Hours, Economic Reasons - Could Only Find Part-Time Work, All Industries",2/4/2024,2/4/2024,5/1/1955,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2024-02-02 07:50:23-06:00,6
LNU02032197,"Total At Work in Nonagricultural Industries, Worked 1-34 Hours, for Economic Reasons",2/4/2024,2/4/2024,5/1/1955,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2024-02-02 07:50:43-06:00,4
LNU02032198,"Employment Level - Persons At Work 1-34 Hours, Economic Reasons, Slack Work or Business Conditions, Nonagricultural Industries",2/4/2024,2/4/2024,5/1/1955,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2024-02-02 07:50:43-06:00,3
LNU02300000,Employment-Population Ratio,2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-02-02 07:49:18-06:00,23
LNU03000000,Unemployment Level,2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2024-02-02 07:49:18-06:00,23
LNU03008275,Average Weeks Unemployed,2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Weeks,Weeks,Not Seasonally Adjusted,NSA,2024-02-02 07:49:43-06:00,14
LNU03008396,Number Unemployed for Less Than 5 Weeks,2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2024-02-02 07:49:55-06:00,7
LNU03008516,Number Unemployed for 15 Weeks & over,2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2024-02-02 07:50:39-06:00,3
LNU03008636,Number Unemployed for 27 Weeks & over,2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2024-02-02 07:49:31-06:00,14
LNU03008756,Number Unemployed for 5-14 Weeks,2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2024-02-02 07:50:39-06:00,3
LNU03008876,Number Unemployed for 15-26 Weeks,2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2024-02-02 07:50:38-06:00,4
LNU03032229,"Unemployment Level - Nonagriculture, Private Wage and Salary Workers",2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2024-02-02 07:50:50-06:00,6
LOANINV,"Bank Credit, All Commercial Banks",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Billions of U.S. Dollars,Bil. of U.S. $,Seasonally Adjusted,SA,2024-02-02 15:33:05-06:00,37
LOANINVNSA,"Bank Credit, All Commercial Banks",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Billions of U.S. Dollars,Bil. of U.S. $,Not Seasonally Adjusted,NSA,2024-02-02 15:33:08-06:00,16
LOANS,"Loans and Leases in Bank Credit, All Commercial Banks",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Billions of U.S. Dollars,Bil. of U.S. $,Seasonally Adjusted,SA,2024-02-02 15:33:03-06:00,55
LOANSNSA,"Loans and Leases in Bank Credit, All Commercial Banks",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Billions of U.S. Dollars,Bil. of U.S. $,Not Seasonally Adjusted,NSA,2024-02-02 15:33:07-06:00,18
LRHUTTTTUSM156S,Harmonized Unemployment: Monthly Rates: Total: All Persons for United States,2/4/2024,2/4/2024,1/1/1960,12/1/2023,Monthly,M,Percent,%,Seasonally Adjusted,SA,2024-01-12 14:12:07-06:00,8
M1NS,M1,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,2024-01-23 12:03:12-06:00,45
M1REAL,Real M1 Money Stock,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of 1982-84 Dollars,Bil. of 1982-84 $,Seasonally Adjusted,SA,2024-01-23 12:15:03-06:00,60
